;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
217;08.04.2020;Резюме Менеджер по продажам;Женщина;Москва;29;65;8;МАННЕР ГРУПП;08.04.2020;https://hh.ru/resume/aa0be3d10002bd7b240039ed1f4b44734b3442
218;08.04.2020;Резюме менеджер ;Женщина;Екатеринбург;30;45;8;SAYAMA Travel Group Co., Ltd ;08.04.2020;https://hh.ru/resume/bc3cf0d100020303610039ed1f4e3663627855
219;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;32;90;8;"ООО ""Мэриджейн""";08.04.2020;https://hh.ru/resume/00899b9600070e2b7a0039ed1f4f6e756f7473
220;08.04.2020;Резюме Торговый представитель,Менеджер по продажам;Мужчина;Киров (Кировская область);30;35;6;ООО Мечта;08.04.2020;https://hh.ru/resume/9b9e352b0007574f460039ed1f433542347844
221;08.04.2020;Резюме Торговый представитель;Мужчина;Ейск;29;35;null;ООО Дома и дачи;08.04.2020;https://hh.ru/resume/69005a8500038c74120039ed1f373475334b72
222;08.04.2020;Резюме Торговый представитель (пеший);Мужчина;Москва;35;50;9;Aqualife;08.04.2020;https://hh.ru/resume/b6cfd9880000eb4f630039ed1f4331484d566b
223;08.04.2020;Резюме Торговый представитель;Мужчина;Калуга;34;43;13;Kelly Services;08.04.2020;https://hh.ru/resume/fc8c801a0005cf4dd70039ed1f6a597238654c
224;08.04.2020;Резюме Директор по продажам;Мужчина;Москва;57;100;18;Молочный дворик/РАЭ/Лесная сказка/Нео продукт.и т.д.;08.04.2020;https://hh.ru/resume/6a40458d0001ef9a320039ed1f4e6661554c47
225;08.04.2020;Резюме Менеджер по продажам удаленно / Оператор call-центра;Женщина;Ярославль;42;33;null;"ООО ""Технологии скоринга"" - дочерняя компания ООО ФК ""Содружество";08.04.2020;https://hh.ru/resume/f5f343c000070d70c60039ed1f38676a71744a
226;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;25;150;5;Сбербанк Лизинг;08.04.2020;https://hh.ru/resume/53f587550001ae5e480039ed1f32726d697a6a
227;08.04.2020;Резюме Директор магазина,Управляющий салоном , Торговый Представитель, Менеджер по продажам .;Мужчина;Красноярск;31;45;7;"ПАО ""Вымпелком""";08.04.2020;https://hh.ru/resume/7d8435310006d690f40039ed1f736844683439
228;08.04.2020;Резюме Директор магазина,Управляющий салоном , Торговый Представитель, Менеджер по продажам .;Мужчина;Красноярск;31;45;7;"ПАО ""Вымпелком""";08.04.2020;https://hh.ru/resume/7d8435310006d690f40039ed1f736844683439
229;08.04.2020;Резюме Супервайзер отдела продаж;Мужчина;Воронеж;43;45;15;ООО ЛВК;08.04.2020;https://hh.ru/resume/774654010000a55ce80039ed1f736563726574
230;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Москва;26;60;6;Промсвязьбанк, ПАО;08.04.2020;https://hh.ru/resume/c0506c6d00077922320039ed1f684a736d434c
231;08.04.2020;Резюме Менеджер интернет-магазина;Женщина;Москва;39;50;19;ИП Княжиченко А.В.;08.04.2020;https://hh.ru/resume/6d12d7fd0007d018d10039ed1f67795873626f
232;08.04.2020;Резюме Менеджер по продажам;Мужчина;Санкт-Петербург;32;40;11;Hoff;08.04.2020;https://hh.ru/resume/10198a9c0001c8d31d0039ed1f6e364c535861
233;08.04.2020;Резюме Торговый представитель;Мужчина;Краснодар;33;50;16;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/36aac91e00072847ee0039ed1f4153464e4275
234;08.04.2020;Резюме Управляющий магазином/Администратор/Руководитель отдела продаж/Помощник Руководителя/Юрист;Женщина;Санкт-Петербург;34;45;9;ООО Альба DIPLOMAT;08.04.2020;https://hh.ru/resume/4fd01b3c0003e45aa00039ed1f4f466d4d754d
235;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;51;100;null;ООО РУССКИЙ ДИЗАЙН;08.04.2020;https://hh.ru/resume/01d04cf00004b5aad90039ed1f32477779554e
236;08.04.2020;Резюме Региональный представитель;Мужчина;Новосибирск;36;40;12;Вимпи Групп;08.04.2020;https://hh.ru/resume/bb64398f00023f05980039ed1f7a5158745474
237;08.04.2020;Резюме Менеджер по продажам оборудования;Мужчина;Москва;37;70;20;ООО Русский дом;08.04.2020;https://hh.ru/resume/5db1bf1f000563c65e0039ed1f573074657352
238;08.04.2020;Резюме Региональный менеджер по продажам;Мужчина;Ростов-на-Дону;46;50;26;ООО Империал Тобакко Продажа и Маркетинг;08.04.2020;https://hh.ru/resume/9d93da4e00019c20f20039ed1f524c39633146
239;08.04.2020;Резюме Супервайзер, Территориальный менеджер;Мужчина;Южно-Сахалинск;39;70;17;Nestle/Purina;08.04.2020;https://hh.ru/resume/512861160001835bec0039ed1f345574395356
240;08.04.2020;Резюме  Управляющий магазина ,руководитель филиала, администратор ,банковские  услуги, продажи, ;Мужчина;Ростов-на-Дону;0;60;8;АО ?РТК? (МТС) г.Ростов-на-Дону.;08.04.2020;https://hh.ru/resume/f36a345a0005487e3b0039ed1f645a66673047
241;08.04.2020;Резюме Менеджер по продажам;Мужчина;Санкт-Петербург;24;35;null;Климов, ОАО;08.04.2020;https://hh.ru/resume/5ab70b180007de41350039ed1f475a4c4d476d
242;08.04.2020;Резюме Торговый представитель отдела продаж,менеджер по продажам;Мужчина;Санкт-Петербург;36;80;8;"ООО ""Север""";08.04.2020;https://hh.ru/resume/97df1ad8000776247c0039ed1f79555a535965
243;08.04.2020;Резюме Менеджер по продажам, торговый представитель, супервайзер, управляющий ;Мужчина;Красногорск;0;80;17;Яндекс такси;08.04.2020;https://hh.ru/resume/b4d44bbf000744fd300039ed1f7a637a386644
244;08.04.2020;Резюме Офис-менеджер,Администратор;Женщина;Москва;29;50;7;"ООО""САРОС -Офис Комфорт""";08.04.2020;https://hh.ru/resume/b7ff11740002fa8ca40039ed1f4c6f30344e41
245;08.04.2020;Резюме Менеджер по работе с клиентами. Менеджер проектов. Менеджер по продажам.PM менеджер .;Мужчина;Москва;53;70;25;ВкусВилл;08.04.2020;https://hh.ru/resume/908b768f0002225d840039ed1f7946346a4153
246;08.04.2020;Резюме Товаровед-оценщик;Мужчина;Москва;31;60;7;Элитный Ломбард Рублевский;08.04.2020;https://hh.ru/resume/86c91f4d0005de93200039ed1f68664963697a
247;08.04.2020;Резюме Региональный представитель. Супервайзер. Менеджер по продажам.;Мужчина;Санкт-Петербург;35;90;12;Republica.PRO;08.04.2020;https://hh.ru/resume/9f5121e600007dbcd30039ed1f736563726574
248;08.04.2020;Резюме Торговый представитель по сетям;Мужчина;Москва;31;50;9;ЗАО БКК ?Коломенский?;08.04.2020;https://hh.ru/resume/707a4dd00007b5b48f0039ed1f304c4970414c
249;08.04.2020;Резюме Торговый представитель отдела продаж,менеджер по продажам;Мужчина;Санкт-Петербург;36;80;8;"ООО ""Север""";08.04.2020;https://hh.ru/resume/97df1ad8000776247c0039ed1f79555a535965
250;08.04.2020;Резюме Менеджер по продажам, торговый представитель, супервайзер, управляющий ;Мужчина;Красногорск;0;80;17;Яндекс такси;08.04.2020;https://hh.ru/resume/b4d44bbf000744fd300039ed1f7a637a386644
251;08.04.2020;Резюме Офис-менеджер,Администратор;Женщина;Москва;29;50;7;"ООО""САРОС -Офис Комфорт""";08.04.2020;https://hh.ru/resume/b7ff11740002fa8ca40039ed1f4c6f30344e41
252;08.04.2020;Резюме Менеджер по работе с клиентами. Менеджер проектов. Менеджер по продажам.PM менеджер .;Мужчина;Москва;53;70;25;ВкусВилл;08.04.2020;https://hh.ru/resume/908b768f0002225d840039ed1f7946346a4153
253;08.04.2020;Резюме Товаровед-оценщик;Мужчина;Москва;31;60;7;Элитный Ломбард Рублевский;08.04.2020;https://hh.ru/resume/86c91f4d0005de93200039ed1f68664963697a
254;08.04.2020;Резюме Региональный представитель. Супервайзер. Менеджер по продажам.;Мужчина;Санкт-Петербург;35;90;12;Republica.PRO;08.04.2020;https://hh.ru/resume/9f5121e600007dbcd30039ed1f736563726574
255;08.04.2020;Резюме Торговый представитель по сетям;Мужчина;Москва;31;50;9;ЗАО БКК ?Коломенский?;08.04.2020;https://hh.ru/resume/707a4dd00007b5b48f0039ed1f304c4970414c
256;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Химки;36;50;16;"ООО""Эдил-Импорт""";08.04.2020;https://hh.ru/resume/2c4f639d000456969e0039ed1f6f4754727661
257;08.04.2020;Резюме Торговый представитель;Мужчина;Иваново (Ивановская область);33;50;9;М - партс;08.04.2020;https://hh.ru/resume/05aa98330002a7974b0039ed1f3837476d3142
258;08.04.2020;Резюме Региональный представитель бренда. Менеджер по закупкам и продажам .Объектный менеджер.;Мужчина;Ростов-на-Дону;29;80;12;ООО Джи Пи Групп;08.04.2020;https://hh.ru/resume/1ef01a82000333053e0039ed1f776c4b51416b
259;08.04.2020;Резюме Секретарь/офис менеджер ;Женщина;Москва;33;55;12;Мособлгаз, ГУП МО;08.04.2020;https://hh.ru/resume/7f52cf0e0005dc7e120039ed1f43336d78304f
260;08.04.2020;Резюме Администратор, специалист по продажам, менеджер по продажам.;Женщина;Владивосток;36;35;7;"ИП ""Бичев О.В""";08.04.2020;https://hh.ru/resume/e2d0ca680003d4afc60039ed1f4c4972325a5a
261;08.04.2020;Резюме Воронеж;Мужчина;Воронеж;32;40;9;"ООО ""Кристофер Воронеж""";08.04.2020;https://hh.ru/resume/9e81315a0003bc4f4d0039ed1f54524c454370
262;08.04.2020;Резюме Ведущий менеджер по оптовым продажам;Женщина;Санкт-Петербург;33;100;14;ООО Мерлион;08.04.2020;https://hh.ru/resume/8719a1ca00001aa2790039ed1f736563726574
263;08.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Нижний Новгород;27;45;6;"ООО ""Ай-ТИ-ЭМ ГРУПП""";08.04.2020;https://hh.ru/resume/91ce9e800003e5a1f10039ed1f5a5938414a44
264;08.04.2020;Резюме Менеджер по продажам;Женщина;Москва;24;100;5;Сбербанк;08.04.2020;https://hh.ru/resume/9a7e935b00034aa8160039ed1f716e464e7477
265;08.04.2020;Резюме Менеджер по продажам ( продавец консультант);Женщина;Самара;35;35;7;"ООО "" Сеанта"" ГК Орматек, Райтон";08.04.2020;https://hh.ru/resume/67a7367800047cc8680039ed1f673177557679
266;08.04.2020;Резюме Торговый представитель;Мужчина;Вологда;35;35;10;Шексна-торг;08.04.2020;https://hh.ru/resume/034cc7f20006de6f770039ed1f6a583758446c
267;08.04.2020;Резюме менеджер по продажам;Мужчина;Москва;26;70;5;ИП Згирская Карина Васильевна;08.04.2020;https://hh.ru/resume/cbbb4f3a0007dd50760039ed1f77694d34494e
268;08.04.2020;Резюме менеджер по продажам;Мужчина;Москва;26;70;5;ИП Згирская Карина Васильевна;08.04.2020;https://hh.ru/resume/cbbb4f3a0007dd50760039ed1f77694d34494e
269;08.04.2020;Резюме Менеджер по продажам;Мужчина;Санкт-Петербург;30;60;8;"ООО ""Балтика Транс""";08.04.2020;https://hh.ru/resume/7b04eb0d00029f88f70039ed1f5669666f6334
270;08.04.2020;Резюме Торговый представитель, Супервайзер,Менеджер по продажам;Мужчина;Москва;36;80;9;Компания Аллигатор, ООО;08.04.2020;https://hh.ru/resume/203e22b800023d69c40039ed1f61496c705356
271;08.04.2020;Резюме >>> Коммерческий директор / Региональный KAD / Руководитель по продажам / РОП / DIY HoReCa FMCG;Мужчина;Москва;33;89;null;ООО ?ПК ЗК?;08.04.2020;https://hh.ru/resume/b23cc86200064764d00039ed1f587548677238
272;08.04.2020;Резюме Продавец-консультант;Женщина;Москва;24;70;null;Mercury;08.04.2020;https://hh.ru/resume/e899f0090002b3a14b0039ed1f357633373469
273;08.04.2020;Резюме Менеджер по продажам оборудования, стройматериалов;Мужчина;Москва;39;95;17;ООО Лекс Терм Системы водоснабжения, отопления и канализации: оптовые продажи, комплектация объектов инженерным оборудованием;08.04.2020;https://hh.ru/resume/a30648da0001695e9d0039ed1f62493445724a
274;08.04.2020;Резюме Менеджер по продажам;Мужчина;Тольятти;22;40;null;Промсвязьбанк, ПАО;08.04.2020;https://hh.ru/resume/9280a43d00036fad720039ed1f4a507a553147
275;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Санкт-Петербург;28;75;7;"ООО ""МРСВ""";08.04.2020;https://hh.ru/resume/016459ae00036fc6600039ed1f414f7a6b7a58
276;08.04.2020;Резюме Администратор магазина;Женщина;Москва;28;50;6;"""Царские кладовые""";08.04.2020;https://hh.ru/resume/ae9ccbc00002822e680039ed1f786532794430
277;08.04.2020;Резюме Менеджер ;Мужчина;Тольятти;28;60;null;ООО Энергомаш ;08.04.2020;https://hh.ru/resume/834fdeaa000434286e0039ed1f364448306c68
278;08.04.2020;Резюме Менеджер по продажам;Мужчина;Тольятти;22;40;null;Промсвязьбанк, ПАО;08.04.2020;https://hh.ru/resume/9280a43d00036fad720039ed1f4a507a553147
279;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Санкт-Петербург;28;75;7;"ООО ""МРСВ""";08.04.2020;https://hh.ru/resume/016459ae00036fc6600039ed1f414f7a6b7a58
280;08.04.2020;Резюме Администратор магазина;Женщина;Москва;28;50;6;"""Царские кладовые""";08.04.2020;https://hh.ru/resume/ae9ccbc00002822e680039ed1f786532794430
281;08.04.2020;Резюме Менеджер ;Мужчина;Тольятти;28;60;null;ООО Энергомаш ;08.04.2020;https://hh.ru/resume/834fdeaa000434286e0039ed1f364448306c68
282;08.04.2020;Резюме Супервайзер торговых представителей,торговый представитель по сетям.;Мужчина;Брянск;33;50;8;ООО ?Компания поставка?(Дубки);08.04.2020;https://hh.ru/resume/efd604b400030f40af0039ed1f6266486c396d
283;08.04.2020;Резюме Директор по продажам;Мужчина;Москва;0;80;17;ООО Новые Технологии (Успешный Кондитер, г. Санкт-Петербург), кондитерские изделия, бытовая техника и оборудование;08.04.2020;https://hh.ru/resume/17b1bad20007b290ae0039ed1f775a57754d51
284;08.04.2020;Резюме Менеджер. инжинер электромеханик;Мужчина;Москва;34;55;null;ООО ВАЛМ;08.04.2020;https://hh.ru/resume/d879ce680002ccf7c40039ed1f495a37313247
285;08.04.2020;Резюме Старший продавец, заведующий отделом.;Женщина;Самара;50;35;null;ООО ТОРГСТРОЙ;08.04.2020;https://hh.ru/resume/a8694f800007a1be3b0039ed1f734e507a344b
286;08.04.2020;Резюме Regional key account manager;Male;Moscow;53;100;null;LLC Makinsan Russia;08.04.2020;https://hh.ru/resume/e5afcca400053dfc990039ed1f79574f654d56
287;08.04.2020;Резюме Директор по продажам;Мужчина;Москва;0;80;17;ООО Новые Технологии (Успешный Кондитер, г. Санкт-Петербург), кондитерские изделия, бытовая техника и оборудование;08.04.2020;https://hh.ru/resume/17b1bad20007b290ae0039ed1f775a57754d51
288;08.04.2020;Резюме Менеджер. инжинер электромеханик;Мужчина;Москва;34;55;null;ООО ВАЛМ;08.04.2020;https://hh.ru/resume/d879ce680002ccf7c40039ed1f495a37313247
289;08.04.2020;Резюме Старший продавец, заведующий отделом.;Женщина;Самара;50;35;null;ООО ТОРГСТРОЙ;08.04.2020;https://hh.ru/resume/a8694f800007a1be3b0039ed1f734e507a344b
290;08.04.2020;Резюме Regional key account manager;Male;Moscow;53;100;null;LLC Makinsan Russia;08.04.2020;https://hh.ru/resume/e5afcca400053dfc990039ed1f79574f654d56
291;08.04.2020;Резюме Торговый супервайзер;Мужчина;Воронеж;40;40;19;ООО Владимирский стандарт;08.04.2020;https://hh.ru/resume/6da8de95000227710a0039ed1f594b75386248
292;08.04.2020;Резюме Специалист/ассистент ;Женщина;Москва;27;50;6;Pull and bear;08.04.2020;https://hh.ru/resume/d77b74be00025417f60039ed1f6d3344526842
293;08.04.2020;Резюме Менеджер;Мужчина;Можайск;30;80;8;ООО СК Вертикаль;08.04.2020;https://hh.ru/resume/dbb440740001b880be0039ed1f577354546a46
294;08.04.2020;Резюме Региональный менеджер;Женщина;Симферополь;41;60;10;"ООО ""ПроектСервис""";08.04.2020;https://hh.ru/resume/025454a80005938c050039ed1f317a6c736f55
295;08.04.2020;Резюме Менеджер,Специалист;Мужчина;Москва;24;65;null;Розничная сеть МТС;08.04.2020;https://hh.ru/resume/7ba03c430007db4f2a0039ed1f433063416d38
296;08.04.2020;Резюме продавец стилист дизайнерской одежды;Женщина;Москва;41;50;8;"Маркет ""Матрёшка"" российских дизайнеров(охотный ряд)";08.04.2020;https://hh.ru/resume/678e92f300013fe2ee0039ed1f783644356162
297;08.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Москва;24;60;8;Ситимобил;08.04.2020;https://hh.ru/resume/eb2c40b30006551d460039ed1f4143444a5465
298;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;32;100;12;Правительство Москвы;08.04.2020;https://hh.ru/resume/d775721000020fb8df0039ed1f4e746c716346
299;08.04.2020;Резюме Менеджер по продажам;Женщина;Москва;29;120;11;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/207dfc410007b9a07b0039ed1f685739784a76
300;08.04.2020;Резюме Коммерческий директор (B2B);Мужчина;Москва;53;150;18;BT9 РУ (Полное комплексное автоматическое и непрерывное управление холодными цепочками данных - сбор, передача и аналитика на основе облачных технологий для расширенного контроля и анализа );08.04.2020;https://hh.ru/resume/2f13be9d0003f0e09e0039ed1f6e7a5a634f4e
301;08.04.2020;Резюме Ведущий специалист;Женщина;Петрозаводск;26;40;null;"АО ""Газпромбанк""";08.04.2020;https://hh.ru/resume/c5f20bea0002697f090039ed1f437a58646b52
302;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Химки;28;70;9;ООО Любидом;08.04.2020;https://hh.ru/resume/a3eaa2930002a803a80039ed1f4c4675314838
303;08.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Москва;45;40;19;SendIt;08.04.2020;https://hh.ru/resume/28c3e0e60001e3a9090039ed1f433149494b54
304;08.04.2020;Резюме продавец консультант тренинг менеджер , супервайзер, продакт менеджер;Мужчина;Екатеринбург;37;45;12;Electrolux;08.04.2020;https://hh.ru/resume/09861eb40005a707f70039ed1f6c4974683850
305;08.04.2020;Резюме Торговый представитель, Менеджер оптово-розничного отдела продаж;Мужчина;Челябинск;25;45;null;Стандарт Ойл;08.04.2020;https://hh.ru/resume/6752f32000068014d40039ed1f38494f357839
306;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;36;85;10;Строймаркет Элдиз;08.04.2020;https://hh.ru/resume/fedcdbcc0002758b4e0039ed1f5a4846747132
307;08.04.2020;Резюме Эксклюзив,торговый представитель;Мужчина;Москва;51;39;9;ООО ТК Мираторг;08.04.2020;https://hh.ru/resume/d6ea76320002c79fb40039ed1f6f4658374476
308;08.04.2020;Резюме Менеджер ;Мужчина;Видное;44;60;5;LSG;08.04.2020;https://hh.ru/resume/a1dab7360000ca8ae80039ed1f77306a48516a
309;08.04.2020;Резюме Менеджер по продажам;Мужчина;Нижний Новгород;29;35;10;РОГНЕДА, группа компаний;08.04.2020;https://hh.ru/resume/9190f9a100024ba5510039ed1f7a4736334162
310;08.04.2020;Резюме Руководитель группы торговых представителей, специалист по продвижению продукции;Мужчина;Санкт-Петербург;31;70;8;"Пивоваренная компания ?Балтика?, часть Carlsberg Group""";08.04.2020;https://hh.ru/resume/11079cf60007adbad50039ed1f746852516a62
311;08.04.2020;Резюме Менеджер по продажам;Мужчина;Тихвин;36;40;16;Ломбард/ Залоги/ Оценка/ Продажи;08.04.2020;https://hh.ru/resume/45e6875300052f933c0039ed1f767158674257
312;08.04.2020;Резюме Старший продавец-кассир/Помощник управляющего(Директора);Мужчина;Москва;27;50;null;Ipochino;08.04.2020;https://hh.ru/resume/b77b087c0007e7d52a0039ed1f433374424a47
313;08.04.2020;Резюме Ведущий менеджер по продажам (продукты питания);Женщина;Москва;43;150;16;"ООО ""Агроинновация"" - производство сахара: в управлении два Сахарных завода в Курской и Белгородской областях, с мощностью по переработке 698 тыс.тн сахарной свеклы/год; Сельскохозяйственное направление ? растениеводство: в части выращивания зерновых, технических культур и животноводство. Включают 43,6 тыс. га - банк земли и 2200 голов КРС (в Курской и Белгородской обл); Молочное производство; Комбинат хлебопродуктов с мощностью единовременного хранения 49 тыс. тн. Численность сотрудников 1,7 тыс. человек.";08.04.2020;https://hh.ru/resume/49bab1880007e4ccd30039ed1f70634e457430
314;08.04.2020;Резюме Руководитель   отдела продаж/менеджер по закупкам/ снабжение.;Мужчина;Тула;43;40;15;"ООО ""Тула Газ-сервис""";08.04.2020;https://hh.ru/resume/f8849c710001be59cf0039ed1f327734757136
315;08.04.2020;Резюме Менеджер по развитию продаж;Мужчина;Липецк;40;90;15;МДК;08.04.2020;https://hh.ru/resume/e6a64a190007c96ffc0039ed1f6c7032454457
316;08.04.2020;Резюме Директор по продажам;Мужчина;Домодедово;35;200;16;"ООО ""Ирбис""";08.04.2020;https://hh.ru/resume/d1d8533c0007d840d50039ed1f4d5451494a62
317;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;42;60;null;"ООО ""Строй проект"" г. Москва";08.04.2020;https://hh.ru/resume/88f4a7440005ea404d0039ed1f493450787541
318;08.04.2020;Резюме Управляющий;Мужчина;Саратов;28;60;10;ООО 2ГИС Саратов ;08.04.2020;https://hh.ru/resume/212f87ae000614cc9b0039ed1f52774f4f4849
319;08.04.2020;Резюме СФЕРА ПРОДАЖ/ОФИС;Женщина;Ростов-на-Дону;33;70;null;"Компания ""Ритгран""";08.04.2020;https://hh.ru/resume/7671b6fa00055e88f20039ed1f4d525966374d
320;08.04.2020;Резюме Менеджер;Женщина;Санкт-Петербург;23;50;null;Промсвязьбанк, ПАО;08.04.2020;https://hh.ru/resume/f6db498500038493150039ed1f65786e696a70
321;08.04.2020;Резюме Консультант;Мужчина;Москва;32;65;7;Moscow duty free;08.04.2020;https://hh.ru/resume/5716fd8a0000c7b8bc0039ed1f774832446368
322;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;210;7;zoon;08.04.2020;https://hh.ru/resume/434950f90007de7db80039ed1f56706f50464a
323;08.04.2020;Резюме Менеджер по работе с DIY сетями;Мужчина;Москва;39;100;15;Группа компаний Торговый дом Вишера;08.04.2020;https://hh.ru/resume/1d861d88000014eb040039ed1f736563726574
324;08.04.2020;Резюме Торговый представитель;Мужчина;Клин;26;70;5;"ООО ""ТОРГОВЫЙ ДОМ ДМИТРОГОРСКИЙ""";08.04.2020;https://hh.ru/resume/cbef714400036e15480039ed1f31796b74637a
325;08.04.2020;Резюме Менеджер по развитию бизнеса;Женщина;Новосибирск;37;70;10;РСХБ ФИНАНСОВЫЙ КОНСУЛЬТАЦИИ( РСХБ Банк);08.04.2020;https://hh.ru/resume/afd4873e00015982970039ed1f595277763464
326;08.04.2020;Резюме Менеджер по продажам;Женщина;Климовск (Московская область);36;35;8;Группа компаний Алфавит;08.04.2020;https://hh.ru/resume/0f43c82900023003060039ed1f424753766136
327;08.04.2020;Резюме Управляющий;Мужчина;Саратов;28;60;10;ООО 2ГИС Саратов ;08.04.2020;https://hh.ru/resume/212f87ae000614cc9b0039ed1f52774f4f4849
328;08.04.2020;Резюме СФЕРА ПРОДАЖ/ОФИС;Женщина;Ростов-на-Дону;33;70;null;"Компания ""Ритгран""";08.04.2020;https://hh.ru/resume/7671b6fa00055e88f20039ed1f4d525966374d
329;08.04.2020;Резюме Менеджер;Женщина;Санкт-Петербург;23;50;null;Промсвязьбанк, ПАО;08.04.2020;https://hh.ru/resume/f6db498500038493150039ed1f65786e696a70
330;08.04.2020;Резюме Консультант;Мужчина;Москва;32;65;7;Moscow duty free;08.04.2020;https://hh.ru/resume/5716fd8a0000c7b8bc0039ed1f774832446368
331;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;210;7;zoon;08.04.2020;https://hh.ru/resume/434950f90007de7db80039ed1f56706f50464a
332;08.04.2020;Резюме Менеджер по работе с DIY сетями;Мужчина;Москва;39;100;15;Группа компаний Торговый дом Вишера;08.04.2020;https://hh.ru/resume/1d861d88000014eb040039ed1f736563726574
333;08.04.2020;Резюме Торговый представитель;Мужчина;Клин;26;70;5;"ООО ""ТОРГОВЫЙ ДОМ ДМИТРОГОРСКИЙ""";08.04.2020;https://hh.ru/resume/cbef714400036e15480039ed1f31796b74637a
334;08.04.2020;Резюме Менеджер по развитию бизнеса;Женщина;Новосибирск;37;70;10;РСХБ ФИНАНСОВЫЙ КОНСУЛЬТАЦИИ( РСХБ Банк);08.04.2020;https://hh.ru/resume/afd4873e00015982970039ed1f595277763464
335;08.04.2020;Резюме Менеджер по продажам;Женщина;Климовск (Московская область);36;35;8;Группа компаний Алфавит;08.04.2020;https://hh.ru/resume/0f43c82900023003060039ed1f424753766136
336;08.04.2020;Резюме Менеджер по продажам;Женщина;Санкт-Петербург;0;70;10;Центр Здоровой спины;08.04.2020;https://hh.ru/resume/f5fef1ed0007e6a7270039ed1f4959334f7a73
337;08.04.2020;Резюме Региональный менеджер;Женщина;Москва;40;90;14;ДАЛИМО;08.04.2020;https://hh.ru/resume/64612e00000249b3c60039ed1f6b3744705846
338;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;37;40;14;ИП Симонов (web студия);08.04.2020;https://hh.ru/resume/ef213bea0007e2d4b90039ed1f503550716b54
339;08.04.2020;Резюме Региональный менеджер;Мужчина;Москва;38;90;5;"Интер Трейд ?Байк Ленд""";08.04.2020;https://hh.ru/resume/4081e0ca0002616fed0039ed1f563349774847
340;08.04.2020;Резюме Торговый представитель;Мужчина;Москва;41;60;9;Самозанятый;08.04.2020;https://hh.ru/resume/7e09eba300014bf4a60039ed1f663431596f43
341;08.04.2020;Резюме Консультант;Мужчина;Москва;32;65;7;Moscow duty free;08.04.2020;https://hh.ru/resume/5716fd8a0000c7b8bc0039ed1f774832446368
342;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;210;7;zoon;08.04.2020;https://hh.ru/resume/434950f90007de7db80039ed1f56706f50464a
343;08.04.2020;Резюме Менеджер по работе с DIY сетями;Мужчина;Москва;39;100;15;Группа компаний Торговый дом Вишера;08.04.2020;https://hh.ru/resume/1d861d88000014eb040039ed1f736563726574
344;08.04.2020;Резюме Торговый представитель;Мужчина;Клин;26;70;5;"ООО ""ТОРГОВЫЙ ДОМ ДМИТРОГОРСКИЙ""";08.04.2020;https://hh.ru/resume/cbef714400036e15480039ed1f31796b74637a
345;08.04.2020;Резюме Менеджер по развитию бизнеса;Женщина;Новосибирск;37;70;10;РСХБ ФИНАНСОВЫЙ КОНСУЛЬТАЦИИ( РСХБ Банк);08.04.2020;https://hh.ru/resume/afd4873e00015982970039ed1f595277763464
346;08.04.2020;Резюме Менеджер по продажам;Женщина;Климовск (Московская область);36;35;8;Группа компаний Алфавит;08.04.2020;https://hh.ru/resume/0f43c82900023003060039ed1f424753766136
347;08.04.2020;Резюме Менеджер по продажам;Женщина;Санкт-Петербург;0;70;10;Центр Здоровой спины;08.04.2020;https://hh.ru/resume/f5fef1ed0007e6a7270039ed1f4959334f7a73
348;08.04.2020;Резюме Региональный менеджер;Женщина;Москва;40;90;14;ДАЛИМО;08.04.2020;https://hh.ru/resume/64612e00000249b3c60039ed1f6b3744705846
349;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;37;40;14;ИП Симонов (web студия);08.04.2020;https://hh.ru/resume/ef213bea0007e2d4b90039ed1f503550716b54
350;08.04.2020;Резюме Региональный менеджер;Мужчина;Москва;38;90;5;"Интер Трейд ?Байк Ленд""";08.04.2020;https://hh.ru/resume/4081e0ca0002616fed0039ed1f563349774847
351;08.04.2020;Резюме Торговый представитель;Мужчина;Москва;41;60;9;Самозанятый;08.04.2020;https://hh.ru/resume/7e09eba300014bf4a60039ed1f663431596f43
