;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
2684;09.04.2020;Резюме Торговый представитель;Женщина;Кемерово;25;35;null;"ООО ""Центр технического оборудования""";06.04.2020;https://hh.ru/resume/42ec411d000579a3860039ed1f514f74374544
2685;09.04.2020;Резюме Торговый представитель;Женщина;Кемерово;25;35;null;"ООО ""Центр технического оборудования""";06.04.2020;https://hh.ru/resume/42ec411d000579a3860039ed1f514f74374544
2686;09.04.2020;Резюме Менеджер по продажам ;Мужчина;Сочи;28;45;null;Роза Хутор, ООО;06.04.2020;https://hh.ru/resume/d633f7980006fe05ad0039ed1f4f424c52756d
2687;09.04.2020;Резюме Торговый представитель;Мужчина;Электросталь;29;60;null;TELE2 Россия;06.04.2020;https://hh.ru/resume/ae7059df0007c7eafa0039ed1f376f30716b71
2688;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Керчь;27;60;6;фирма ?Агрокомплекс? им. Н.И. Ткачева;06.04.2020;https://hh.ru/resume/7d23b8360005c890880039ed1f657346364748
2689;09.04.2020;Резюме Супервайзер торговых представителей;Женщина;Москва;42;90;13;ООО Пепсико-Холдингс;06.04.2020;https://hh.ru/resume/537aa2c30007d766230039ed1f6e7a76397a52
2690;09.04.2020;Резюме Менеджер по продажам;Мужчина;Курск;26;40;5;Bauer;06.04.2020;https://hh.ru/resume/725c96560002ec3ede0039ed1f484757396859
2691;09.04.2020;Резюме Администратор офиса, Менеджер по продажам , Офис менеджер;Женщина;Батайск;26;35;null;ИП Тесленко Е.А.;06.04.2020;https://hh.ru/resume/df0e70c40001ba5cf30039ed1f43584d4f4952
2692;09.04.2020;Резюме Специалист;Мужчина;Тула;36;60;17;Sikkens Technology ИП ТАЛАТ Е.Н. (технический центр кузовного ремонта);06.04.2020;https://hh.ru/resume/e2ef93f000062eabe50039ed1f37753671636d
2693;09.04.2020;Резюме Торговый представитель, менеджер;Мужчина;Каменск-Уральский;34;35;6;Объединенные кондитеры;06.04.2020;https://hh.ru/resume/2f86c29900058c5c010039ed1f765a50615836
2694;09.04.2020;Резюме Администратор магазина,Продавец;Женщина;Санкт-Петербург;26;35;6;Элис, торговая компания;06.04.2020;https://hh.ru/resume/8b05132f0007df08bc0039ed1f666679644d46
2695;09.04.2020;Резюме Региональный менеджер;Мужчина;Энгельс;42;40;10;КФХ;06.04.2020;https://hh.ru/resume/26052fea0003118bce0039ed1f4d7745497350
2696;09.04.2020;Резюме Зам.руководителя, администратор, менеджер, дизайнер-конструктор корпусной мебели,;Мужчина;Москва;53;80;null;ООО МПК Братиславия;06.04.2020;https://hh.ru/resume/0b7e80f700032235db0039ed1f6458416f4f49
2697;09.04.2020;Резюме Менеджер по активным продажам/Менеджер по продажам;Мужчина;Москва;36;60;null;ДЭФО офисная мебель;06.04.2020;https://hh.ru/resume/db28868d000538e46c0039ed1f6b665841416e
2698;09.04.2020;Резюме Менеджер по продажам;Мужчина;Краснодар;23;40;null;ООО Дисфуд ;06.04.2020;https://hh.ru/resume/ec681b410007b51e5b0039ed1f656646525656
2699;09.04.2020;Резюме Торговый представитель;Мужчина;Москва;29;80;7;ООО Био Логистик Солюшенс;06.04.2020;https://hh.ru/resume/5f996025000309d72c0039ed1f635746624c6a
2700;09.04.2020;Резюме Руководитель отдела продаж;Женщина;Москва;36;100;14;"ООО "" АТД """;06.04.2020;https://hh.ru/resume/e2b2b8770002efd60f0039ed1f547343417753
2701;09.04.2020;Резюме Менеджер по продажам;Мужчина;Омск;27;35;null;ООО ?Дельта-Омск?;08.04.2020;https://hh.ru/resume/cb330d3a0007b422ea0039ed1f665336356941
2702;09.04.2020;Резюме Торговый представитель.;Мужчина;Казань;25;50;null;Сладкая жизнь, компания;06.04.2020;https://hh.ru/resume/81705c5800038418660039ed1f4d646367614a
2703;09.04.2020;Резюме Менеджер по продажам жилой недвижимости;Мужчина;Москва;26;200;5;Самолёт;06.04.2020;https://hh.ru/resume/26cc4e9600075f4e210039ed1f6e616d757759
2704;09.04.2020;Резюме Торговый представитель;Мужчина;Краснодар;37;45;12;Индивидуальное предпринимательство / частная практика / фриланс;06.04.2020;https://hh.ru/resume/5cfc6b390007dc32480039ed1f374368773447
2705;09.04.2020;Резюме Руководитель филиала;Мужчина;Ростов-на-Дону;50;50;16;Бетон Аренда Сервис;06.04.2020;https://hh.ru/resume/a3f6e0a9000073f5dd0039ed1f736563726574
2706;09.04.2020;Резюме Региональный менеджер;Женщина;Иркутск;38;50;13;ООО Альянс ;06.04.2020;https://hh.ru/resume/0904fc0f000198f3670039ed1f4c5a465a4650
2707;09.04.2020;Резюме Менеджер по продажам,.бухгалтер-менеджер по работе с клиентами,региональный менеджер,супервайзер;Женщина;Санкт-Петербург;41;65;20;Эстель Космопроф, ООО;06.04.2020;https://hh.ru/resume/a31cd7540003221f130039ed1f7866436f3146
2708;09.04.2020;Резюме Администратор, директор, управляющий, менеджер.;Женщина;Сергиев Посад;42;40;14;FROGGY;06.04.2020;https://hh.ru/resume/e91db7a900009b6b410039ed1f736563726574
2709;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;49;200;14;Индивидуальное предпринимательство;06.04.2020;https://hh.ru/resume/6b4b4c0e0005b9f7b70039ed1f785753565833
2710;09.04.2020;Резюме Менеджер по продажам (Оборудование систем безопасности);Мужчина;Москва;33;65;11;"ООО "" Уровень безопасности""";06.04.2020;https://hh.ru/resume/c5173e9d0006e8802f0039ed1f6353504d4464
2711;09.04.2020;Резюме Руководитель отдела продаж, Начальник отдела продаж, Руководитель Филиала;Мужчина;Нижний Новгород;50;80;17;"""Молочное дело""";06.04.2020;https://hh.ru/resume/53d3b4ac0003225cb70039ed1f6179524d4e31
2712;09.04.2020;Резюме Администратор, директор, управляющий, менеджер.;Женщина;Сергиев Посад;42;40;14;FROGGY;06.04.2020;https://hh.ru/resume/e91db7a900009b6b410039ed1f736563726574
2713;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;49;200;14;Индивидуальное предпринимательство;06.04.2020;https://hh.ru/resume/6b4b4c0e0005b9f7b70039ed1f785753565833
2714;09.04.2020;Резюме Менеджер по продажам (Оборудование систем безопасности);Мужчина;Москва;33;65;11;"ООО "" Уровень безопасности""";06.04.2020;https://hh.ru/resume/c5173e9d0006e8802f0039ed1f6353504d4464
2715;09.04.2020;Резюме Руководитель отдела продаж, Начальник отдела продаж, Руководитель Филиала;Мужчина;Нижний Новгород;50;80;17;"""Молочное дело""";06.04.2020;https://hh.ru/resume/53d3b4ac0003225cb70039ed1f6179524d4e31
2716;09.04.2020;Резюме Продавец-консультант;Мужчина;Москва;0;40;null;Билайн;06.04.2020;https://hh.ru/resume/552f49e00003c636150039ed1f576f6d4d4136
2717;09.04.2020;Резюме Менеджер;Женщина;Москва;27;80;6;Группа компаний ПИК;06.04.2020;https://hh.ru/resume/652a3b1300079477e20039ed1f6a554a774c35
2718;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Ангарск;42;70;17;ПК Элит Лайн;06.04.2020;https://hh.ru/resume/d0ac3ea70002c4524a0039ed1f647579754b76
2719;09.04.2020;Резюме Старший продавец;Мужчина;Москва;22;60;null;Эльдорадо (Россия);06.04.2020;https://hh.ru/resume/889f995800040b0ac30039ed1f736b48706255
2720;09.04.2020;Резюме Менеджер по продажам;Мужчина;Железнодорожный;31;60;10;"ООО ""НИКА""   (ООО ""НОВАЯ ВЕСТА"")";06.04.2020;https://hh.ru/resume/15fbf52c00029f7cd30039ed1f43696b514f43
2721;09.04.2020;Резюме Территориальный супервайзер;Мужчина;Новороссийск;0;60;13;Сады Придонья, ОАО;06.04.2020;https://hh.ru/resume/be5e94d10005de96090039ed1f693232744868
2722;09.04.2020;Резюме Менеджер по продажам;Мужчина;Тамбов;26;40;null;"ООО ТД ""АКЦЕНТ-АГРО""";06.04.2020;https://hh.ru/resume/88611c7500079050e80039ed1f4f3830557558
2723;09.04.2020;Резюме Менеджер по продажам;Женщина;Челябинск;27;50;6;Тату ;06.04.2020;https://hh.ru/resume/609c7294000343eaf40039ed1f5478466a7a61
2724;09.04.2020;Резюме Региональный менеджер;Мужчина;Ижевск;43;50;9;ООО Галактика;06.04.2020;https://hh.ru/resume/a07373a800044fdff00039ed1f415054765a51
2725;09.04.2020;Резюме Торговый представитель, менеджер по продажам.;Мужчина;Тверь;30;35;7;ООО ТД Время;06.04.2020;https://hh.ru/resume/c968a7e90000fceb320039ed1f4f7769646763
2726;09.04.2020;Резюме Региональный менеджер;Мужчина;Санкт-Петербург;35;80;12;Ооо Клиника экологической медицины;06.04.2020;https://hh.ru/resume/b3fea40b0007580c260039ed1f363343437176
2727;09.04.2020;Резюме Менеджер по развитию канала HoReCa;Мужчина;Симферополь;35;60;5;Торговый дом Ресурс;06.04.2020;https://hh.ru/resume/84e24e3600037f706e0039ed1f597279646e4f
2728;09.04.2020;Резюме Менеджер по продажам;Мужчина;Орел;26;35;7;SkyEng;06.04.2020;https://hh.ru/resume/c944a21900051027160039ed1f5a6e56507174
2729;09.04.2020;Резюме Ведущий менеджер по продажам;Женщина;Москва;50;100;20;"ООО ""СП-ПОРТ"" - ГенЛекс";06.04.2020;https://hh.ru/resume/b42fc089000427b5fa0039ed1f5849324d776c
2730;09.04.2020;Резюме Координатор отдела продаж;Женщина;Москва;33;60;13;Пи Эм Карпет Экспресс;06.04.2020;https://hh.ru/resume/78f2cca40003768bf30039ed1f37456e356550
2731;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;26;50;null;Diageo;06.04.2020;https://hh.ru/resume/99dc8a1b0006c280fd0039ed1f74727a393235
2732;09.04.2020;Резюме Менеджер по продажам;Мужчина;Краснодар;25;50;null;Подряд Групп;08.04.2020;https://hh.ru/resume/d649cf5200057af7440039ed1f373845683244
2733;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;28;80;5;Морские Дары ;06.04.2020;https://hh.ru/resume/ca59f46d000084e9e20039ed1f736563726574
2734;09.04.2020;Резюме Менежер строительных проектов;Мужчина;Москва;48;70;null;"ООО ""КРОН""";06.04.2020;https://hh.ru/resume/bbc3cc0d0000f1a46f0039ed1f55684f31624d
2735;09.04.2020;Резюме продавец,директор магазина,управляющий,менеджер по продажам,территориальный менеджер,кредитный спец;Женщина;Саяногорск;32;45;5;"ООО ""Много Мебели"" ИП Грасмик М.А";06.04.2020;https://hh.ru/resume/cc095ef1000418c7b40039ed1f564b43704751
2736;09.04.2020;Резюме управляющий, супервайзер, администратор, директор;Мужчина;Челябинск;43;50;13;"ООО ""Меркурий""";06.04.2020;https://hh.ru/resume/28eb57f300050af98b0039ed1f334354356a52
2737;09.04.2020;Резюме Менеджер;Женщина;Ярославль;40;40;16;Новострой Сити;06.04.2020;https://hh.ru/resume/119ab10c0001a92a7e0039ed1f6b5a6442626f
2738;09.04.2020;Резюме Специалист по работе с клиентами;Женщина;Уфа;21;40;6;Zoon.ru;06.04.2020;https://hh.ru/resume/f104a94800050252b10039ed1f6b6336563839
2739;09.04.2020;Резюме Старший продавец;Мужчина;Москва;48;60;10;Каляев Меховая Фабрика ООО ЭлегантКа;06.04.2020;https://hh.ru/resume/8d4afab30003996c7e0039ed1f6a4d4f716f51
2740;09.04.2020;Резюме Менеджер по продажам;Мужчина;Евпатория;47;50;null;ОКНА ПВХ (производство);06.04.2020;https://hh.ru/resume/6c0605ee0002afb5c40039ed1f6d713343764e
2741;09.04.2020;Резюме Директор по продажам/Управляющий/Руководитель отдела продаж/Руководитель отдела франчайзинга;Мужчина;Москва;39;100;20;Финарт УК ООО;06.04.2020;https://hh.ru/resume/91f7effb0000370a670039ed1f736563726574
2742;09.04.2020;Резюме Руководитель  дилерского центра/Руководитель филиала;Мужчина;Тольятти;46;140;27;"АНО ""МИР""";08.04.2020;https://hh.ru/resume/e0a760ef00008046e10039ed1f736563726574
2743;09.04.2020;Резюме Менеджер по продажам;Женщина;Липецк;36;55;12;Мясной мир;06.04.2020;https://hh.ru/resume/63c7e4990000e439ef0039ed1f676141545854
2744;09.04.2020;Резюме Менеджер по продажам оборудования и услуг;Мужчина;Мытищи;45;55;17;ГЭОТАР-Медиа издательская группа;06.04.2020;https://hh.ru/resume/9b8ba00300000ba3470039ed1f736563726574
2745;09.04.2020;Резюме Региональный менеджер;Мужчина;Волгоград;30;50;6;Правильные люди;06.04.2020;https://hh.ru/resume/3bda4f4f00075f2e730039ed1f427937706453
2746;09.04.2020;Резюме Мерчендайзер , Менеджер по продажам;Мужчина;Москва;34;50;10;МИ ФНС России по ценам;06.04.2020;https://hh.ru/resume/996219d70001fff6890039ed1f565155586e4b
2747;09.04.2020;Резюме Ведущий менеджер по продажам;Женщина;Долгопрудный;31;75;5;"ООО ""ГранитИнвест-МСК""";06.04.2020;https://hh.ru/resume/3898f98d0007d81a7a0039ed1f623931695a59
2748;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;30;80;13;Dudustore;06.04.2020;https://hh.ru/resume/5164425400060d2d500039ed1f703667734f6d
2749;09.04.2020;Резюме Специалист по коммерческой недвижимости;Мужчина;Санкт-Петербург;46;90;14;сеть супермаркетов СВЕТОФОР;06.04.2020;https://hh.ru/resume/5cbc51040007862c200039ed1f765430706c37
2750;09.04.2020;Резюме Менеджер по продажам B2B/Менеджер по работе с корпоративными клиентами;Мужчина;Москва;30;80;10;Медиагруппа ?Актион-МЦФЭР?;06.04.2020;https://hh.ru/resume/c9c8cc1900008c72460039ed1f736563726574
2751;09.04.2020;Резюме Директор по продажам;Мужчина;Екатеринбург;0;200;null;ООО;06.04.2020;https://hh.ru/resume/9ea179220007a23e9f0039ed1f456f75423868
2752;09.04.2020;Резюме менеджер по продажам;Женщина;Москва;51;50;10;ООО СТРЕЛЕЦ;06.04.2020;https://hh.ru/resume/a5f80886000202c0580039ed1f574c654f4b57
2753;09.04.2020;Резюме Региональный менеджер;Мужчина;Тамбов;31;40;12;Альянс;06.04.2020;https://hh.ru/resume/ff21865c0002c9a5350039ed1f4c6a70687846
2754;09.04.2020;Резюме Менеджер по корпоративным продажам;Мужчина;Новосибирск;27;50;null;Строительная лаборатория ИП Михайлов Денис Владимирович ;06.04.2020;https://hh.ru/resume/51b0f77500059a813c0039ed1f73574a596751
2755;09.04.2020;Резюме Менеджер по продажам;Мужчина;Краснодар;33;40;10;Оптовик, ООО;06.04.2020;https://hh.ru/resume/fc8dbb520002f6944c0039ed1f4e6d4e465a4b
2756;09.04.2020;Резюме Менеджер, продавец по продаже автомобилей;Мужчина;Набережные Челны;24;40;null;ООО ?СТРОЙДОМ?;06.04.2020;https://hh.ru/resume/c0ea85c200074ede800039ed1f5434636a7067
2757;09.04.2020;Резюме Менеджер по продажам и работе с клиентами;Мужчина;Ивантеевка;32;120;10;Энергопроф ООО;06.04.2020;https://hh.ru/resume/a061e90c0002afd9640039ed1f343130783253
2758;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;51;80;13;"ООО "" Современные Технологии Заземления""(производитель Систем молниезащиты и заземления)";06.04.2020;https://hh.ru/resume/63358f460007931a870039ed1f64734342354a
2759;09.04.2020;Резюме Торговый представитель;Мужчина;Нижний Новгород;35;45;9;"опп гп но""ноф"" нижегородская областная фармация";06.04.2020;https://hh.ru/resume/5eed07780007ce94ff0039ed1f584948324e57
2760;09.04.2020;Резюме Торговый представитель;Женщина;Санкт-Петербург;39;60;6;ООО Лайм;06.04.2020;https://hh.ru/resume/efb41b4900072ce3460039ed1f6f5064504973
2761;09.04.2020;Резюме Региональный менеджер,Территориальный менеджер, Менеджер по развитию,Менеджер по продажам;Мужчина;Набережные Челны;48;40;16;АО ТД  Тракт;06.04.2020;https://hh.ru/resume/e85bdcb5000022b3b40039ed1f736563726574
2762;09.04.2020;Резюме Менеджер;Мужчина;Санкт-Петербург;37;80;8;"ООО ""ЮНА""";06.04.2020;https://hh.ru/resume/ea40b40600015374b70039ed1f584456714f52
2763;09.04.2020;Резюме Торговый представитель, супервайзер;Мужчина;Белгород;34;50;6;"Пивоваренная компания ?Балтика?, часть Carlsberg Group""";06.04.2020;https://hh.ru/resume/91d7f9900002abb5c50039ed1f767863353536
2764;09.04.2020;Резюме Коммерческий, управляющий;Мужчина;Самара;45;70;14;ТД Кондитерэкспресс, ООО;06.04.2020;https://hh.ru/resume/d4e04be1000073c1b20039ed1f736563726574
2765;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;42;280;null;"ООО ""СИТИПОИНТ""";06.04.2020;https://hh.ru/resume/202acf4d0001f55aa20039ed1f64634550734c
2766;09.04.2020;Резюме Коммерческий директор, руководитель отдела продаж;Мужчина;Ростов-на-Дону;53;60;29;"Harley Davidson (ООО ""Вест Моторс"")";06.04.2020;https://hh.ru/resume/4285a44700037fc74d0039ed1f575a4b396138
2767;09.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Екатеринбург;22;40;null;Сима-ленд, ООО;06.04.2020;https://hh.ru/resume/b5d5a7f700077c02f30039ed1f6b5934697238
2768;09.04.2020;Резюме Региональный менеджер;Мужчина;Златоуст;40;50;18;ООО ТК Ивдис;06.04.2020;https://hh.ru/resume/28e4b1680000671b390039ed1f736563726574
2769;09.04.2020;Резюме Торговый представитель;Мужчина;Павловск (Воронежская область);34;45;10;"ЗАО ТК ""Мегаполис""";06.04.2020;https://hh.ru/resume/49df5e940007cce3030039ed1f66546d6f3843
2770;09.04.2020;Резюме Торговый представитель, менеджер по продажам;Мужчина;Мытищи;34;60;5;ооо МТК ;06.04.2020;https://hh.ru/resume/8d8adac400061eb8860039ed1f6e6442346156
2771;09.04.2020;Резюме Торговый представитель;Мужчина;Волгоград;44;45;9;"ЗАО ""ОДЕЖДА 3000"" (MODIS)";06.04.2020;https://hh.ru/resume/15409d660005b009ac0039ed1f68497862666d
2772;09.04.2020;Резюме Визажист-Консультант;Женщина;Новокузнецк;31;60;6;ООО БьютиКул Paese;06.04.2020;https://hh.ru/resume/4510bbe100072d182e0039ed1f4c7866735948
2773;09.04.2020;Резюме Старший специалист отдела продаж;Мужчина;Москва;22;65;null;Мобильные ТелеСистемы (МТС);06.04.2020;https://hh.ru/resume/bceed6000006db0bb30039ed1f684735544e6d
2774;09.04.2020;Резюме Торговый представитель;Мужчина;Фрязино;36;65;11;ООО Сладкая Жизнь;06.04.2020;https://hh.ru/resume/198ca84800021468290039ed1f5a6f756f536e
2775;09.04.2020;Резюме Старший продавец;Женщина;Москва;23;40;null;ООО КЕАНУ;06.04.2020;https://hh.ru/resume/a900432a000372fa8b0039ed1f6c796e52426d
2776;09.04.2020;Резюме Региональный менеджер по продажам;Женщина;Подольск (Московская область);44;60;11;"ООО ""Конструктор""";06.04.2020;https://hh.ru/resume/4bd6fb620003e2c3840039ed1f56456159654e
2777;09.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Балашиха;34;50;10;"ООО ПК ""Метиз-Эксперт""";06.04.2020;https://hh.ru/resume/cff208ba000361dd100039ed1f724e38793234
2778;09.04.2020;Резюме Торговый представитель, заместитель руководителя;Мужчина;Красноярск;53;60;36;"ООО ""Промтехэкспертиза"", г. Красноярск";06.04.2020;https://hh.ru/resume/1c9d01400001d478000039ed1f424148697562
2779;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;49;65;null;Seven Hills Brewing Co.;06.04.2020;https://hh.ru/resume/d4c6fd6200008e7f990039ed1f736563726574
2780;09.04.2020;Резюме Менеджер-администратор;Женщина;Санкт-Петербург;26;60;7;ооо калцру;06.04.2020;https://hh.ru/resume/747176ea00039f84d40039ed1f6157586e3168
2781;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;50;null;ООО Деливери Транс;06.04.2020;https://hh.ru/resume/f98decef00028c60b10039ed1f50464e395952
2782;09.04.2020;Резюме Торговый представитель;Мужчина;Коломна;28;40;null;СНС, Группа Компаний;06.04.2020;https://hh.ru/resume/5f4928650007c7d8290039ed1f6955706c6b35
2783;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Минеральные Воды;39;60;9;ЗАО ВК Старый. Источник;06.04.2020;https://hh.ru/resume/8783c18d0001dd81cb0039ed1f533347593852
2784;09.04.2020;Резюме Супервайзер, Руководитель отдела продаж;Мужчина;Москва;33;120;7;ИП Коваленко О.Н. (Дистрибьютор Омский Бекон);06.04.2020;https://hh.ru/resume/1f84bf0d00020b07370039ed1f4343546e3248
2785;09.04.2020;Резюме Региональный менеджер;Мужчина;Москва;29;95;7;ООО ПРОРАБ;06.04.2020;https://hh.ru/resume/13ead11f00075643990039ed1f746e34493377
2786;09.04.2020;Резюме Супервайзер;Мужчина;Липецк;24;45;5;Райт;06.04.2020;https://hh.ru/resume/2f970b2d0007479f460039ed1f4f6b5a564876
2787;09.04.2020;Резюме Менеджер-оператор;Женщина;Санкт-Петербург;30;70;10;ООО Новая Недвижимость ;06.04.2020;https://hh.ru/resume/f6f866430004abc9bf0039ed1f59426e5a4476
2788;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;48;180;8;ООО Биомед;06.04.2020;https://hh.ru/resume/d442bc4f0006b8c6c50039ed1f777a6b716472
2789;09.04.2020;Резюме Управляющий магазином;Женщина;Москва;47;75;5;Мосцветторг - сеть цветочных магазинов. Сеть косметических магазинов Venmare;06.04.2020;https://hh.ru/resume/5a0dec960007dd20350039ed1f44696a655834
2790;09.04.2020;Резюме Управляющий магазином;Женщина;Москва;47;75;5;Мосцветторг - сеть цветочных магазинов. Сеть косметических магазинов Venmare;06.04.2020;https://hh.ru/resume/5a0dec960007dd20350039ed1f44696a655834
2791;09.04.2020;Резюме Региональный менеджер, управляющий;Мужчина;Братск;37;60;12;"Транспортная компания "" WayGroup""";06.04.2020;https://hh.ru/resume/10bf19a60000be7bcd0039ed1f7a5470463450
2792;09.04.2020;Резюме Торговый представитель;Мужчина;Нефтекамск;28;40;null;Контирус;06.04.2020;https://hh.ru/resume/6bf7bf8500077997c60039ed1f477939376654
2793;09.04.2020;Резюме Торговый представитель;Мужчина;Пермь;29;55;12;Здоровое зрение;06.04.2020;https://hh.ru/resume/166a357f0003e85e200039ed1f4e4c584b686a
2794;09.04.2020;Резюме менеджер по продажам , водитель экспедитор;Мужчина;Ростов-на-Дону;37;40;8;ООО Органика Юг;06.04.2020;https://hh.ru/resume/233a4d1f0002a86d240039ed1f566c5033566a
2795;09.04.2020;Резюме Супервайзер торговых представителей, торговый представитель,менеджер по продажам.;Мужчина;Ижевск;52;50;19;"группа предприятий ""УралХимСервис""";06.04.2020;https://hh.ru/resume/c401704800043a18d20039ed1f61743133474f
2796;09.04.2020;Резюме  Менеджер по продажам ;Мужчина;Санкт-Петербург;28;60;7;"ООО ""ЭКСТРА СВЯЗЬ""";06.04.2020;https://hh.ru/resume/c1a4feed000746bb620039ed1f6f45705a6279
2797;09.04.2020;Резюме Менеджер по продажам;Женщина;Нижний Новгород;29;40;7;Автопак-НН;06.04.2020;https://hh.ru/resume/e09383de0000908e2b0039ed1f736563726574
2798;09.04.2020;Резюме Менеджер;Мужчина;Москва;36;50;10;"ГБУ ""Жилищник района Лефортово""";06.04.2020;https://hh.ru/resume/3f8d507900024df7ce0039ed1f384936704b6e
2799;09.04.2020;Резюме руководитель;Мужчина;Екатеринбург;35;50;13;Северина ;06.04.2020;https://hh.ru/resume/f045e13e0007ba90e00039ed1f653467366a45
2800;09.04.2020;Резюме Торговый представитель с личным автомобилем ;Мужчина;Екатеринбург;24;60;null;Альфа-Банк (Россия);06.04.2020;https://hh.ru/resume/e2d6974100037b0c190039ed1f4c50566f5456
2801;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;26;80;6;Медиаконсалт;06.04.2020;https://hh.ru/resume/d4651075000441e8be0039ed1f574d3345374e
2802;09.04.2020;Резюме Директор по продажам;Мужчина;Краснодар;35;100;12;Кайрос;06.04.2020;https://hh.ru/resume/7ec738c5000295cd4c0039ed1f44516b306a59
2803;09.04.2020;Резюме Менеджер;Женщина;Железнодорожный;38;40;7;ООО ВТБ МС;06.04.2020;https://hh.ru/resume/82f40e1600038813af0039ed1f547032615234
2804;09.04.2020;Резюме Ведущий менеджер по работе с корпоративными клиентами;Мужчина;Рыбинск;34;90;8;"ООО ""Бигам-Инвест";06.04.2020;https://hh.ru/resume/6da5f0ab000059496c0039ed1f736563726574
2805;09.04.2020;Резюме Медицинский представитель;Женщина;Кострома;27;60;7;Окафарм;06.04.2020;https://hh.ru/resume/b42e2d780007a5fb150039ed1f45537a773967
2806;09.04.2020;Резюме Менеджер по продажам;Мужчина;Тула;40;40;8;ООО Бриз;06.04.2020;https://hh.ru/resume/16ad33000007dcdb480039ed1f6d5571624166
2807;09.04.2020;Резюме Ведущий менеджер по оптовым продажам и ключевым клиентам;Мужчина;Тюмень;38;80;10;Сталепромышленная компания, уральский дивизион , г.Тюмень;06.04.2020;https://hh.ru/resume/15291d1e0005a184500039ed1f6473516e4b63
2808;09.04.2020;Резюме Торговый представитель;Мужчина;Бийск;44;45;13;ООО АлтайЭлектро;06.04.2020;https://hh.ru/resume/f7b5102b00060e1d990039ed1f314e636d6d34
2809;09.04.2020;Резюме Менеджер по продажам;Мужчина;Самара;32;40;9;OOO ?Альфа-сервис?;06.04.2020;https://hh.ru/resume/beb1da6c0002640c980039ed1f474c7433584d
2810;09.04.2020;Резюме Торговый представитель;Мужчина;Заречный (Пензенская область);33;40;6;"ООО Пивоваренный завод ""Самко""";06.04.2020;https://hh.ru/resume/600015930007a7affb0039ed1f54424a6e7679
2811;09.04.2020;Резюме Супервайзер, карьерный рост;Мужчина;Железноводск;35;50;9;"ТД ""КРОП-ПИВО""";06.04.2020;https://hh.ru/resume/721a247b00017a84fa0039ed1f6f7977656163
2812;09.04.2020;Резюме Торговый представитель;Мужчина;Ногинск;23;50;null;Мобильные ТелеСистемы (МТС);06.04.2020;https://hh.ru/resume/b34c45fc0006ab8ba80039ed1f777872334d63
2813;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Пермь;26;60;null;Уралкомплект;06.04.2020;https://hh.ru/resume/11cd25ea00078d5c9d0039ed1f615445656a68
2814;09.04.2020;Резюме Менеджер-консультант;Женщина;Подольск (Московская область);43;60;15;Банк ВТБ (ПАО);06.04.2020;https://hh.ru/resume/674dc04700079a4c7e0039ed1f6e6b4a366931
2815;09.04.2020;Резюме Территориальный менеджер по продажам;Женщина;Краснодар;32;60;11;ИП Петров;06.04.2020;https://hh.ru/resume/a3c6cb3600054ca7750039ed1f3042694c3465
2816;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;39;50;14;Управляющие компании ?Римакс?, ?New Life Group?, ?CityRent?, ?Dream Group?,  ?SKY Property?;06.04.2020;https://hh.ru/resume/f45ecaca00038c21c80039ed1f4b724e36756a
2817;09.04.2020;Резюме Администратор пункта выдачи заказов, кассир, менеджер, администратор, заместитель директора;Женщина;Санкт-Петербург;32;35;6;Watson?s ;06.04.2020;https://hh.ru/resume/edfc76f500046044660039ed1f376f4a4a6f4d
2818;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;70;8;"ООО ""ТД СОЛО""";06.04.2020;https://hh.ru/resume/749bc19e00024be2000039ed1f796b64436968
2819;09.04.2020;Резюме Торговый представитель;Мужчина;Новосибирск;23;50;null;Сеть фитнес клубов Extreme Fitness;06.04.2020;https://hh.ru/resume/01bea1ad000786fa3c0039ed1f67464634786b
2820;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Железнодорожный;35;80;5;Траст металл;06.04.2020;https://hh.ru/resume/b09ebf1a0003a1a9e50039ed1f7844764c4e48
2821;09.04.2020;Резюме Менеджер объекта;Женщина;Кемерово;37;35;10;Ип Дибирова;06.04.2020;https://hh.ru/resume/daf6686a00075fe4ea0039ed1f716241307452
